50,50,20,40,60,70,70,110,50,50,160,30,60,20,40,40,50,40,60,70,70,50,130,70,40,30,80,40,60,30,80,30,50,100,60,60,40,10,10,40,30,10,0,10,70,10,50,40,20,40,30,20,20,70,10
10,10,60,40,40,40,80,60,60,40,90,50,40,30,40,70,50,20,40,40,60,50,60,60,90,50,40,90,20,80,40,70,70,30,30,40,10,0,20,30,80,10,10,10,30,20,10,10,60,20,20,30,20,10,30
30,20,20,50,50,0,60,50,50,80,50,50,50,30,0,80,40,60,70,20,30,50,30,40,80,40,40,40,70,60,20,40,40,90,30,70,40,30,30,60,40,50,30,20,40,40,30,30,50,20,10,20,20,10,30
10,30,30,30,10,50,30,30,50,30,70,70,50,20,30,40,10,100,40,80,110,20,50,40,40,40,20,20,70,40,50,30,20,30,50,40,60,20,30,50,20,10,30,10,10,30,0,20,10,20,20,10,20,50,10
60,20,30,50,50,30,50,40,40,110,100,40,20,70,0,40,0,100,20,10,60,30,80,10,40,70,30,40,30,30,90,40,30,10,20,30,30,20,70,40,70,50,20,40,20,60,20,30,40,0,20,30,50,30,30
20,60,10,90,50,70,60,30,30,50,30,10,30,10,30,80,10,50,90,50,40,20,40,30,10,90,10,50,40,10,30,0,30,10,20,40,10,10,20,20,30,10,0,40,20,20,30,20,30,30,10,50,20,20,10
40,40,40,60,10,50,50,60,30,40,50,10,90,110,40,70,40,10,70,50,50,30,30,10,20,40,0,30,20,40,50,90,10,30,70,30,40,20,30,30,50,20,10,30,60,30,70,70,30,20,0,30,40,20,20
10,30,30,40,40,30,80,60,10,10,40,0,50,80,20,80,20,40,70,20,40,40,40,20,20,80,30,30,30,20,0,10,30,30,30,50,60,20,0,40,20,50,30,10,30,30,40,40,10,20,50,30,10,30,40
30,20,20,60,40,20,70,0,20,20,30,20,40,150,10,60,60,100,40,0,30,70,10,20,40,30,40,20,30,40,60,60,10,40,40,20,20,20,20,30,20,50,40,10,30,10,20,60,20,20,10,30,40,30,10
60,50,30,20,10,30,10,10,40,20,20,20,50,140,10,100,10,130,30,60,20,0,60,0,40,80,20,30,40,20,0,20,60,50,40,10980,40,30,0,30,70,50,10,10,10,70,30,40,10,30,30,10,30,50,30
20,30,40,20,30,30,0,0,80,40,70,60,50,100,10,70,20,100,50,20,20,60,10,40,40,70,10,10,120,40,20,30,40,50,50,40,30,40,10,30,40,40,10,60,10,60,30,30,20,40,10,10,40,40,30
10,30,60,30,20,70,50,90,70,20,20,20,20,70,10,20,50,20,30,20,10,70,40,0,20,20,10,10,50,20,40,20,40,30,20,10,20,20,30,10,20,40,10,10,30,20,10,40,10,20,10,40,30,70,40
