60,40,70,10,70,90,80,60,70,40,50,70,80,80,70,80,40,70,100,90,60,70,20,90,30,100,60,40,100,70,50,40,10,70,30,50,90,10,20,0,20,20,20,30,20,10,10,40,20,70,0,10,30,30,20
60,30,60,30,10,50,20,60,60,60,70,20,10,110,50,50,50,30,20,70,50,30,100,40,70,10,30,30,100,20,40,20,70,20,80,30,70,30,40,50,30,10,40,40,50,30,10,10,20,0,40,10,60,60,20
50,10,80,60,20,60,70,110,20,70,60,40,10,20,60,30,60,80,40,50,40,0,30,20,10,60,30,30,40,30,20,50,30,20,20,40,40,40,70,50,0,90,10,0,80,10,10,20,10,30,20,20,30,10,10
0,30,70,40,10,30,10,30,20,30,30,40,10,30,20,50,10,50,20,60,20,60,40,30,50,10,10,50,20,50,20,40,60,10,20,70,10,10,30,40,10,50,20,30,20,40,0,20,50,20,30,0,30,40,30
40,20,60,10,10,60,60,50,30,60,20,40,40,30,40,50,30,30,50,50,40,60,20,30,30,50,60,30,30,20,40,50,10,10,70,30,60,20,10,30,30,30,20,60,20,40,20,20,30,10,30,20,0,20,30
40,20,60,40,60,30,30,30,40,60,20,40,40,70,10,60,20,40,30,40,30,20,30,10,60,10,50,20,40,30,10,40,30,40,60,40,10,20,60,20,10,20,40,10,20,50,10,10,0,20,30,70,30,0,20
0,30,20,10,30,60,30,20,20,10,70,90,10,10,20,30,30,10,10,30,40,40,40,60,20,20,20,40,40,20,20,20,20,40,0,20,20,30,60,0,60,40,20,20,10,0,40,20,20,10,80,20,0,0,10
30,10,50,40,30,10,50,0,40,30,0,20,40,40,30,20,10,20,20,60,30,40,20,50,40,30,0,60,30,50,40,30,10,40,50,40,40,30,10,20,30,40,0,0,0,40,20,20,20,10,20,20,10,20,30
10,20,20,0,0,30,30,40,50,100,60,10,40,40,30,20,40,60,20,30,40,50,10,20,40,20,60,40,30,40,30,60,10,40,30,30,0,40,40,10,0,10,40,0,20,30,10,40,30,20,20,30,30,10,10
60,10,30,30,10,40,20,30,20,20,50,20,10,70,50,10,10,10,20,10,20,80,50,70,10,20,40,20,60,40,40,60,0,20,40,10,20,10,10,20,30,60,20,10,10,30,10,30,10,30,20,10,60,10,30
60,10,10,30,10,20,80,40,40,50,20,30,20,60,20,30,0,10,20,50,40,20,10,20,50,10,10,20,30,30,50,40,20,10,40,20,10,10,20,40,30,10,20,10,0,40,30,20,30,20,40,10,0,20,10
40,30,30,40,10,10,50,50,10,30,0,30,50,20,30,10,20,10,70,30,10,40,20,10,50,10,20,30,0,20,130,0,20,60,20,30,20,40,30,30,20,60,30,10,40,40,30,40,0,10,0,30,50,10,50
20,10,30,50,80,20,30,10,30,30,50,20,30,10,30,30,20,20,20,20,40,70,10,30,20,20,10,40,30,60,20,10,20,80,10,30,40,10,10,10,30,30,20,20,0,10,20,10,20,10,10,30,10,30,10
20,40,30,50,10,30,70,40,30,40,30,30,20,20,10,20,0,60,40,0,20,30,10,50,30,40,10,30,30,40,0,20,20,30,30,30,40,20,20,10,80,10,10,0,60,40,0,50,30,40,20,20,40,30,20
10,40,40,20,20,30,20,20,30,30,60,20,60,50,80,30,10,20,30,10,0,10,30,40,30,10,10,10,10,50,0,40,0,50,50,20,50,20,10,40,30,40,50,30,10,10,10,40,50,30,10,10,50,10,20
40,30,20,30,30,10,20,50,10,50,40,20,40,20,30,70,10,30,30,70,30,20,40,10,10,10,0,60,10,40,10,10,20,40,40,0,30,10,20,0,20,10,20,0,60,0,40,40,0,20,50,20,10,10,20
