60,80,90,40,90,40,100,40,60,90,20,60,70,80,60,6560,10,30,90,50,50,60,40,90,50,110,80,20,30,80,100,50,70,70,70,80,30,10,0,60,70,30,10,40,40,0,10,20,50,30,0,0,40,30,10
30,40,20,30,30,80,40,50,120,90,30,80,110,40,50,2500,50,40,70,20,30,10,30,30,40,50,40,110,40,60,20,80,60,80,30,10,70,40,40,20,40,0,0,20,10,10,20,10,10,30,20,40,30,30,50
60,40,50,40,50,30,50,50,60,60,20,110,70,70,110,190,40,100,90,70,70,30,30,90,40,40,20,90,50,50,30,10,30,40,30,10,20,10,50,30,30,20,10,10,30,50,50,20,10,20,10,20,30,0,10
40,40,100,40,60,30,30,10,60,20,50,30,60,30,50,40,40,100,40,50,50,10,20,80,40,50,40,50,10,50,40,30,40,50,10,40,60,10,0,0,20,10,10,10,30,20,10,10,40,40,20,30,10,10,70
20,40,10,20,30,20,50,40,20,50,30,30,40,40,20,20,10,10,30,60,20,30,20,30,60,30,10,30,40,40,20,30,60,0,10,40,80,30,70,40,30,40,0,20,10,10100,30,20,40,10,10,0,10,10,70
20,100,30,0,40,30,40,50,60,30,10,30,30,30,40,20,10,30,20,10,50,10,40,70,20,90,40,50,40,90,30,60,40,50,20,50,50,70,20,20,20,30,40,10,0,20,30,30,30,70,60,20,30,60,20
30,60,40,30,40,0,40,20,50,30,40,10,50,10,80,40,30,60,10,30,10,30,20,50,40,30,10,20,30,20,30,40,20,20,20,60,10,10,40,10,10,50,10,50,0,10,10,20,10,60,20,20,10,10,0
20,40,60,10,10,10,90,60,30,20,40,70,20,40,60,50,20,20,50,40,30,30,50,20,40,30,60,50,20,0,10,20,40,40,40,60,10,40,50,30,50,40,20,20,30,40,30,20,20,30,60,20,10,10,50
20,30,30,30,30,50,90,70,50,9660,20,50,20,50,70,20,80,10,40,30,20,30,10,80,100,50,10,30,10,80,10,20,40,50,30,20,30,0,10,40,10,50,10,10,0,30,10,20,10,10,30,10,30,0,30
60,10,10,40,20,30,80,70,20,30,30,60,30,20,10,40,40,0,50,20,30,30,10,0,30,20,30,20,10,70,40,60,50,20,30,30,10,30,0,10,10,10,0,20,50,30,20,20,20,20,10,30,30,80,20
40,20,40,50,0,30,60,40,50,50,60,40,80,20,40,0,40,20,10,40,30,30,20,50,40,50,20,20,30,0,60,40,30,0,10,50,70,30,40,20,0,10,30,10,40,40,40,60,30,20,10,40,20,50,30
20,50,10,20,30,10,50,0,20,40,30,60,70,20,20,20,10,40,10,10,40,30,0,70,20,60,50,20,20,10,70,0,50,30,30,10,10,30,20,20,40,10,10,10,70,40,20,30,0,20,40,0,10,50,30
20,60,20,10,10,60,20,40,0,20,30,40,20,50,20,0,60,70,20,60,10,20,20,50,30,20,30,10,10,30,50,40,0,30,40,20,40,80,10,20,0,10,0,20,30,20,0,60,20,10,0,30,10,50,50
30,60,20,10,10,10,30,30,0,40,10,60,60,60,80,40,20,20,60,20,20,10,50,40,60,10,50,20,0,50,10,0,0,10,30,20,40,60,50,10,30,0,10,0,30,30,20,30,0,0,40,40,10,0,40
20,40,0,10,0,30,110,90,30,50,20,40,10,30,60,30,20,20,0,40,40,20,10,60,70,30,30,20,10,40,30,40,40,60,30,40,20,20,30,10,20,20,30,10,50,20,0,20,30,20,0,10,10,0,20
30,0,0,30,20,20,90,20,30,10,10,40,60,10,20,30,20,10,10,40,90,70,30,40,30,20,40,50,40,50,40,50,30,20,30,20,10,20,20,40,10,10,20,0,10,30,30,40,10,40,10,0,20,10,0
30,10,10,20,40,30,80,40,60,40,40,60,40,30,30,30,20,20,30,20,40,10,30,40,10,50,20,70,50,10,20,10,70,20,30,20,0,20,0,30,30,10,20,30,20,20,50,30,50,50,10,40,20,60,30
